stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,2.82,0.85,0.56,0,0,0,0,5.92,2.54,0.28,0,2.82,0,0,0.56,0,0,0,0,0
21Day,0,0,0,0.74,0,0,1.11,0,0.37,0,0,0,0.37,0,0,1.48,1.11,2.96,0,0,0,0,2.96,2.22,0,0,1.11,0.74,0,0.37,0,0.37,0,0,0.37
3Month,0.21,0.31,0.1,4.06,0.1,0.1,0.1,1.04,9.05,0,5.93,1.87,0.62,1.66,0.21,1.87,10.3,2.29,0.1,0,0.42,0.94,0.21,0.21,0.31,0.1,0.1,0.62,2.39,0.1,0,0.1,0.52,0.52,1.25
22Month,0,0.68,0.14,1.37,0,0.27,0,0,11.07,0.55,8.06,0.68,0.27,1.37,0.27,0.27,6.56,0.41,0,0.41,0.14,0,0.14,0,0,0.14,0,0,0,0.14,0.14,0,0.14,0,0.41
