stage,Epithelial.cell,Erythroid.progenitor.cell,Mesenchymal.cell,Primordial.germ.cell,T.cell
24hpf,0,0,1,0,0
72hpf,0.281848056003223,0,0,0,0
21Day,0,0,0,0,0.369986860264282
3Month,0,0.104017006644673,0.104017006644673,0.104017006644673,0
