stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,25,0,0,0,0,9,155,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,5.64,0.56,0,4.23,2.25,4.23,0,0,0,0,0.28,0,0,0,0.28,0,3.38,8.46,0,18.6,0,0.56,0,0,186.3,60.88,0.85,0.28,9.02,0.28,0,7.33,0.85,0.56,0.28,0,0,0
21Day,5.92,0.37,0,12.21,0.37,4.81,0,1.85,0,0,0.74,0,1.85,0,2.22,0.37,1.11,5.18,1.85,26.27,0,0.37,2.96,0,38.11,18.5,0,1.85,10.73,2.22,0.74,1.85,1.48,0.37,0.37,0.37,0,1.48
3Month,0,0.52,0.1,5.51,0,0,0.1,0.21,0.1,1.14,0.42,0,3.22,0.42,0.21,1.56,0.21,1.25,0.62,3.02,0.1,0,0.42,0.21,0.42,0.21,0.52,0.42,0.1,0.1,4.47,0,0,0,0,0.73,0.73,0.83
22Month,0,0.41,0,1.91,0,0,0.14,0,0,1.09,0.68,0.68,10.39,0.14,0.55,2.46,0.27,0.14,0.41,4.51,0.27,0,0.55,0.14,0.14,0,0.68,0.68,0,0,1.09,0,0,0,0,0,0,0.96
