stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,0,0,0,0,2,72,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0,0.28,0,0,0,0,0,0,0,0,0,1.13,2.25,0,1.97,0,0,0,0.28,5.64,10.99,0,0.28,0,1.13,0.85,0,1.13,0,0.28,0,0,0
21Day,1.48,0,0,4.44,0.37,2.96,1.48,0,0,0,0,0,0.37,2.59,0,0.37,0.74,0.74,9.62,0,0,0.37,0,5.55,6.66,0,0,0,2.59,0.74,0,1.48,0.74,0.74,0,0,0.37
3Month,0,0.1,0.1,1.87,0,0,0.21,0.62,0.31,0,0,2.39,0.52,0.1,0.94,0.42,0.83,0.42,1.66,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0.21,7.49,0,0,0,0.62,0.73,0.52
22Month,0,0.68,0.27,0.68,0,0,0.14,0.14,0.68,0.68,0,22.55,0.55,1.09,1.91,0.14,0,1.64,0.96,0,0.14,0.14,0,0.27,0,0.14,0.41,0.55,0,0,0.96,0,0,0,0,0,0.14
