stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.56,0,3.66,0,0,0,0,3.95,6.76,0.28,0,0,1.69,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0.37,4.81,1.48,0,0,1.11,0,0,1.48,0,0,20.35,0.74,1.85,0.37,2.59,0,0,0.37,0,3.7,3.33,9.25,0,0,3.7,1.11,2.59,0,0,0.74,0.37,0,0,0.74
3Month,0,0.94,1.35,53.78,0,0.73,0,43.9,1.87,0,20.28,3.74,0.42,253.28,0.73,7.07,1.98,4.68,1.46,0,21.95,0.52,0.31,0,30.89,0.42,0,0.1,2.7,18.41,0.31,0.1,0,0.1,1.35,3.33,2.7
22Month,0.27,0.55,1.64,21.59,0,0.27,0.14,22.82,1.91,1.37,22.55,0.82,0.14,231.62,0,1.37,1.5,6.56,0,1.09,9.98,0,0.14,0.14,25.42,0.68,0.41,0.14,0.14,15.17,0.27,0.14,0,0.14,0.68,0,1.09
