stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16,0,31,0,0,0,1,0,0,0,0,6,0,0,0,0,3,0,4,17,0,0,0,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,13.25,0,28.18,3.66,1.13,0,2.25,0,0,0,0,0,0.28,0,0.56,0,10.15,34.1,2.82,21.14,0,0,0,0,23.96,12.97,7.33,0,20.01,0.85,0,2.54,0,0,1.13,0,0,0.28
21Day,3.7,2.96,0.74,85.84,2.59,6.29,0,11.47,0,1.85,0.74,0,0,1.85,0.74,24.42,1.11,14.43,16.28,7.77,41.44,0.37,0,9.99,0,13.32,8.14,4.81,0.37,12.95,6.29,0,3.33,1.11,2.22,1.48,0,0,24.79
3Month,0.42,20.49,1.56,188.58,1.66,0,1.04,2.39,0.31,79.57,8.63,0.1,0,13.42,16.95,5.51,7.59,12.38,40.36,20.39,41.29,9.26,0.1,44.42,1.04,10.71,0.62,23.61,1.25,2.39,2.81,4.99,0.1,0,0,1.04,16.23,2.08,95.9
22Month,0,17.08,0.82,45.5,0.41,0,0.27,0.68,0.14,24.6,12.57,9.02,0,8.75,5.47,7.11,6.29,2.6,3.83,20.5,16.67,0.55,0.68,17.76,0,2.46,0.14,14.07,0.14,1.37,0.68,1.91,0.96,0.14,0,0,0.96,0,22.41
