stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,10,0,0,0,0,0,0,0,1,0,0,0,2,0,1,17,0,0,0,0,30,27,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,20.57,0,0.85,0,0,0.28,0.28,0,0,0,0.85,0.28,29.59,29.31,0.28,3.1,0,0.28,0,1.69,6.2,3.38,0,0,0,1.13,0.85,0,0.28,0,0,0,0,0.28
21Day,1.85,0,4.81,125.06,0.37,1.85,0,0,2.59,1.48,0,1.48,0.37,17.39,6.66,2.59,41.44,18.87,6.29,0,0.37,1.11,0.37,4.44,1.85,3.33,0,0,0.74,4.07,0,0.37,0.37,1.11,0,0,22.2
3Month,0.52,1.25,7.59,141.15,0.1,0,2.08,0.21,45.77,10.4,0,16.85,34.64,1.56,103.18,4.26,109.22,30.69,6.66,1.14,0.1,4.89,14.15,0.1,0.1,9.99,0.52,0,0.1,2.18,8.53,0.21,0.1,0,5.2,2.91,59.19
22Month,0.14,0.55,11.48,58.76,0.14,0,0.14,0,25.83,6.42,0.55,16.94,4.78,0.82,89.64,2.05,18.58,7.65,2.46,0.14,0.82,2.05,0.41,0.14,0,5.74,0.14,0.41,0,0.55,2.6,0.14,0.27,0,0.68,0,11.34
