stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,7,211,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,6.76,1.97,0,6.48,0.56,3.95,0,0,0,0,0,0,0,0,0,1.13,7.89,1.69,21.14,0,0.28,0.85,0,468.15,192.5,0.85,3.95,0,16.07,0.56,0,26.78,3.38,2.25,1.69,0,0,0
21Day,2.96,1.11,1.11,5.55,0,5.55,1.11,0,0,0.37,0,0.74,0,2.22,0.74,0,1.85,0.74,16.28,0,0,0.74,0,98.05,47.36,1.11,2.59,0,4.81,5.18,0,9.25,4.81,5.92,0.37,0,0,0.37
3Month,0.1,0.73,0.21,4.16,0,0,0.1,0.21,0.31,0.52,0.1,3.54,0.21,0.21,2.29,0.52,5.72,1.04,4.78,0.94,0,0.52,0.21,4.26,0.83,4.06,10.61,0,0.42,0.52,60.85,1.14,0,0.1,0.42,1.66,2.18,1.14
22Month,0.41,1.23,0,2.05,0,0,0.14,0,0.14,0.82,0.14,6.15,0.14,0.14,0.14,0,0.55,0.27,1.91,0.27,0,0.41,0.14,1.37,0.41,3.83,12.44,0.14,0,0.14,16.53,0.96,2.46,0,0,0,0,0.41
