stage,Cardiomyocyte,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Retinal_cone_cell,Spermatocyte
24hpf,0,0,1,12,0,0,0,0,1,0,0,0,4,0,0,0,0
72hpf,0.28,0,0,0.56,0,0,0,0,0,0.85,0,3.38,3.38,0,0.28,0,0
21Day,0.37,0,0,0,0,0,0,0,0.37,1.48,0.37,1.85,0,0,0.74,0.37,0
3Month,0,0.1,0,0,0,0.1,0,0.21,0,0,0,0,0,0,0,0,0.1
22Month,0,0,0,0,0.14,1.78,0.14,0,0,0.41,0,0,0,0.14,0,0,0
