stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.41,0.56,0,0,0,0,0,0,0,0,0,1.13,3.38,5.36,2.25,0,0,0,0,1.13,1.97,0,0,0,1.41,0,0,1.69,0,0.56,0,0,0
21Day,1.48,0,0.37,6.66,1.85,0,0.74,0,0,0,0,0,1.48,0,1.85,2.59,10.36,3.33,0,0,0.37,0.37,1.48,1.85,0,0.37,0,1.85,0,0,1.11,0.74,0,0,0,1.11
3Month,0,0.42,0.21,6.35,0,0,0.21,0.83,0.52,0,4.37,0.73,0.52,2.18,0.21,2.81,2.29,1.66,0.1,0,0.21,0.52,0,0.1,0.1,0.21,0,0,0.42,2.39,0.21,0,0,0.94,3.12,1.35
22Month,0,0.68,0.14,1.5,0,0.14,0,0.41,1.09,0.14,8.75,0,0.14,2.46,0.68,0.14,2.6,1.23,0,0.27,0.82,0,0.27,0.14,0.14,0.41,0.14,0,0,0.82,0.27,0.14,0,0.14,0,0.68
