stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,3,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.69,0,0,0,0,0,0,0,0,0,0.56,0,8.46,0.56,0.28,2.54,0,0,0,0.56,0,1.69,0,0,0,3.1,0,0,0,0,0,0,0,0
21Day,0.37,0,0,6.29,2.96,0,0,0,0.37,0,0,0,0,7.03,0,11.47,1.48,0,7.4,0,0,0.37,0,2.96,0.74,0.37,0,0,3.33,1.48,0,0,0,0.37,0,0,18.13
3Month,0.52,1.35,0.31,61.47,0,1.77,0.21,0.42,32.66,3.12,0.21,7.18,7.28,3.33,4.47,5.1,1.87,5.3,7.8,1.46,0,1.35,37.86,0.52,0,0.94,0.52,0,0.1,2.29,7.7,0.21,0,0.21,1.35,1.87,191.81
22Month,0.14,1.5,0.27,111.37,0,1.37,0.55,0.14,48.51,4.92,1.64,19.95,1.37,9.29,3.14,1.5,0.82,9.84,4.37,0.14,1.09,0.41,1.09,0.27,0,1.09,1.09,0.41,0.27,0.96,3.69,0.27,0.82,0,0.14,0,116.84
