stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,15,0,16,2,0,0,0,0,0,1,1,0,0,1,0,4,6,8,70,0,1,0,0,61,1885,2,0,8,0,0,0,0,0,1,0,0,0
72hpf,10.15,3.95,0,9.58,3.1,6.2,0,0,0,0,0,0,0,0,0.28,0,2.54,11.84,0.85,33.26,0,0.56,1.41,0,464.49,296.22,0.28,9.3,36.36,0,0,70.18,1.13,1.69,1.13,0,0,0
21Day,16.28,6.29,0.74,41.07,2.59,11.47,0,3.33,0,0.37,0.37,0,1.85,1.48,2.22,0.74,2.22,7.4,2.59,70.3,0.37,0,11.47,0.37,250.48,179.07,1.11,12.58,18.5,12.21,0.74,31.82,4.07,6.66,3.33,0,0,1.85
3Month,0.1,1.77,0,8.43,0.1,0,0.1,0,0,0.1,0.73,0,4.06,0.62,0.1,0.83,0.1,1.14,0.31,1.98,0.21,0,0.73,0,0.83,0.21,0.52,3.33,0.31,0.21,1.46,0.21,0,0,0,1.04,0.62,0.94
22Month,0.14,1.64,0.14,4.37,0,0,0.14,0.14,0.14,0,0.82,0,14.21,0.55,0.68,0.96,0.14,0.68,1.5,2.05,0,0.27,0.27,0,0.41,0.27,0.14,3.83,0.27,0,0.41,0.27,0.27,0,0,0.27,0,0.27
