stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,2,0,8,0,0,0,0,0,0,0,0,0,0,3,6,20,0,0,0,1,11,80,0,0,2,0,0,0,0,0,2,0,0,0
72hpf,1.41,0.85,0,1.13,0.28,1.41,0,0.28,0,0,0,0,0,0,5.36,1.13,13.81,0,0.28,0,0.56,80.04,16.91,0,0.28,7.33,0,0,2.82,0,0,1.41,0,0,0
21Day,1.48,0,0,7.77,0,0.74,0,0,0,0.37,0,1.85,0.37,0.37,7.03,1.11,13.69,0,0,0.37,0,34.41,5.92,0,0,4.81,0.74,0,1.85,1.48,0.37,0.37,0,0,0.74
3Month,0.21,0.52,0.21,3.64,0,0,0.21,1.25,0,5.1,0.73,0.31,1.66,0.21,1.87,1.35,1.35,0.31,0,0.21,0,0.21,0.62,0.21,0.1,0.21,0.42,3.64,0,0,0,0.1,2.5,0.62,0.83
22Month,0,1.09,0,1.23,0,0,0.14,3.55,0.82,10.93,0.41,0.14,3.01,0.14,0,2.87,1.09,0,0,0,0,0.41,0,0,0.27,0,0.27,1.09,0.27,0.27,0,0,0.55,0.14,0
