stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,10,10,1,2,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,34.1,0.28,0,0,0,0,0,0,0,0,0.56,0,2.25,29.88,0.56,1.13,0,0,0,0,6.48,6.48,0,0,0,0.28,0,0,0.56,0,0,0,0,0,0
21Day,1.85,0,0,204.6,6.66,0,2.96,0,0.37,0,0,0.74,0.37,9.25,0.74,4.07,27.38,31.82,3.7,0,0,25.9,0,11.1,4.81,0,0.37,0,1.48,3.33,0,0.37,0,0.74,0.37,0,0,1.11
3Month,0,0.52,0.31,149.58,0,0.73,0.1,2.29,1.98,0,0,6.55,2.5,0.52,5.2,5.2,6.87,5.41,2.5,1.35,0,142.82,0.94,0.62,0,0.52,0.52,0,0.21,1.46,1.66,0,0.1,0,0,1.46,1.14,2.08
22Month,0,0.68,0.96,62.59,0,0.68,0,0.55,0.68,0.41,0,9.84,1.23,0.14,1.5,0.68,1.09,3.42,2.05,0.14,0.27,91.42,0.27,0.14,0.14,0.14,0.41,0.41,0,0.68,0.41,0.27,0,0,0,0.27,0,0.41
