stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,62,3,0,164,3,20,0,1,0,0,0,0,115,0,0,0,0,6,2,3,93,0,0,0,0,27,645,1,0,0,10,0,0,0,0,0,14,0,0,0
72hpf,21.42,1.41,0,30.72,11.84,14.09,0,0.56,0,0,0,0,0,0,0,0,0,21.14,20.29,0.56,128.8,0,0,0.85,0,125.99,89.06,1.41,1.41,0,89.91,0,0,15.5,2.82,1.69,9.3,0,0,0
21Day,15.91,1.48,0.74,15.17,4.44,109.15,0,7.77,0,0,0.37,0,0,1.48,0,0,1.11,1.11,7.4,0.74,86.95,0,0,8.88,0,74.37,30.34,0.74,0.74,0,37.37,5.18,1.11,2.96,1.48,2.22,1.11,0.37,0,1.11
3Month,1.25,1.46,4.37,49.41,1.25,0,2.29,0.1,0.52,10.3,2.18,0.31,0,5.82,1.77,0.31,9.26,0.94,10.4,2.29,21.43,16.12,0.1,14.56,1.35,13.11,3.43,4.89,0.21,0,1.14,0.94,24.03,2.29,0.1,0,2.7,4.47,2.7,0.83
22Month,0,1.91,2.05,13.12,0.82,0,0.82,0,0.14,5.47,1.37,1.78,0,6.15,0.14,0.27,4.65,0.27,1.91,0.55,17.76,2.73,0.41,5.88,0.14,6.01,1.23,2.32,0.55,0.82,0.41,0.27,7.93,3.28,0.41,0,1.09,0.27,0,0.14
