stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,28,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,21,4,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,14.66,0,0.85,0,0,0,0,1.41,0,0,0,0,0,0,4.79,25.65,1.13,3.38,0,1.13,0.28,0,5.07,2.54,0.28,0,0,2.54,0,0,0.28,0,0.28,0,0,0
21Day,1.48,0,0,35.52,0,0.74,0,0,0,0,4.07,0,0,2.59,0,0.37,4.44,1.48,24.79,4.44,4.81,0,0,0.74,0,7.4,1.11,1.11,0,0,1.85,2.96,0,0.37,0,0,0,0,0
3Month,0.62,0.62,1.35,41.09,0.1,0,0.52,0,0.1,2.7,106.2,0,0,28.08,2.91,0.94,42.02,1.14,28.19,22.26,7.49,0.52,0.1,1.56,2.7,1.04,0.21,4.16,0.31,0,0,1.66,2.6,0.31,0,0.21,4.37,1.25,1.46
22Month,0.14,0.68,2.19,16.26,0,0,0.27,0,0,3.42,109.87,16.53,0,80.35,2.46,4.65,53.84,0.14,9.57,24.73,3.01,0,1.5,1.09,0,0.14,0.14,4.1,0.27,0.27,0,0,0.68,0,0.14,0,0.41,0,0
