stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,36,0,0,0,0,9,13,2,0,25,0,0,0,0,0,1,0,0,0
72hpf,2.82,23.68,0,5.64,0.56,1.13,0,0,0,0,0,0,0,0,0,0,3.66,88.5,0,23.68,0,0.28,0.56,0.28,252.25,20.01,0.28,1.13,34.95,2.54,0.56,3.95,1.41,0.56,5.36,0,0,0
21Day,1.85,23.31,0,24.79,0.37,3.7,0,0.37,0,0,0.37,0,0,0.37,2.22,0.37,1.11,11.1,4.81,28.86,0,0,7.03,0,81.4,4.81,1.11,0.37,20.35,3.7,0.74,0.37,4.44,1.11,1.11,0,0,0.74
3Month,0.1,64.07,0.31,8.11,0,0,0.42,0,2.7,0.62,1.77,0,3.64,3.12,0.21,1.46,11.75,1.56,16.95,27.77,1.66,0.1,5.62,0.62,4.26,0.1,1.14,0.21,0.31,1.35,6.14,3.33,0.21,0,0.94,2.18,2.81,1.25
22Month,0,88.41,0,6.7,0,0,0.41,0,0.68,0.41,2.32,0.82,12.57,0.82,0.14,1.23,0.55,1.09,17.9,23.78,0.68,0.27,2.32,0,3.01,0.55,1.64,0.41,0.41,0.14,3.01,10.11,3.42,0,0.68,0.55,0,1.09
