stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,1.13,0.28,0.56,0,0,0,0,0,0,0,0,0,0,4.23,3.95,0,0.85,0,0,0.28,0,28.18,2.82,1.97,0.28,3.95,0.28,0,1.13,0,1.13,0,0,0
21Day,0.37,0.74,0,5.55,4.81,0.74,0,0,0,0.37,0,0,0.37,0,0.74,0.37,10.73,9.99,1.48,4.07,0,0,0.37,0.37,12.95,2.22,1.48,0,4.07,0.37,0.37,0.37,0,0.37,0,0,0
3Month,0.21,0.21,0.31,7.91,1.98,0,0.21,0.21,0.1,3.74,0.83,0,5.3,0.83,0,1.35,10.61,2.29,1.77,3.95,0.52,0,1.14,0,10.92,0.21,6.97,0.21,0.1,0.31,9.36,0,0.1,0.42,1.25,1.98,0.52
22Month,0,1.09,0.14,5.33,0.82,0,0.14,0,0.14,0.27,0.55,0.82,9.02,0.55,0,0.55,3.28,0.96,2.05,4.1,0.27,0.14,0.55,0,3.96,0,4.78,0,0,0,3.83,0,0,0,0.27,0,0
