stage,Cardiomyocyte,Endothelial.cell,Epithelial.cell,Epithelial.cell..Brain.,Erythrocyte,Hepatocyte,Keratinocyte,Macrophage,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Neurosecretory.cell,Oligodendrocyte,Osteoblast,Radial.glia,Retinal.cone.cell,Smooth.muscle.cell
24hpf,1,1,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0
72hpf,0.281848056003223,0.281848056003223,0,0.281848056003223,0,0,0.84554416800967,0,0.563696112006446,43.9682967365028,3.6640247280419,0.281848056003223,0.281848056003223,1.69108833601934,0.281848056003223,0.563696112006446,0
21Day,0.739973720528564,0,0.369986860264282,0,0.369986860264282,0,0.739973720528564,0,0.369986860264282,10.3596320873999,1.10996058079285,0.369986860264282,0,0,0.369986860264282,0.739973720528564,0
22Month,0,0,0,0,0,1.77644261584573,0,0.136649431988133,0,0.136649431988133,0,0,0,0,0,0,0.136649431988133
