stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.13,0,2.54,0.56,2.54,0,0,0,0,0,0,0,0,0,0,0.56,2.54,0.28,4.79,0,0.28,0,0,4.51,8.46,0,0.28,0,3.38,0.28,0,0.56,0.56,0,0,0
21Day,1.85,0.74,0.37,5.92,0.37,6.29,0,3.7,0,0,0.37,0,0.37,0.37,1.48,0,1.48,2.59,1.85,7.77,0,0,1.11,0,1.85,5.92,0,0.74,0,2.22,0.37,0.37,0.74,0.37,0,0,1.85
3Month,0.21,0.42,0.1,7.49,0,0,0,0.83,0.1,0.21,1.35,0,2.7,1.56,0.21,1.56,0.94,2.91,0.83,2.7,0.52,0,0.62,0.62,0.21,0.1,0.73,0.21,0,0.21,0.21,9.57,0.21,0,0.83,12.48,1.66
22Month,0,0.41,0.14,1.5,0,0,0.14,0.27,0,0,1.09,1.91,9.29,0.55,0.68,1.37,0.14,0.82,0.68,1.09,0,0,0.14,0,0,0,0.14,0,0.27,0,0,0.82,0.68,0,0,0,0.14
