stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,19.73,0,0.85,0,0,0,0,0,0,0,0,0,0.28,1.41,0,6.76,0,0,0,0,3.66,3.95,0,0,0,26.21,0,0,0.56,0,0,0,0,0
21Day,0,0,0.37,119.51,0,2.96,0,1.48,0.37,0.37,0,0.37,0,0.74,0.74,8.14,4.07,1.11,34.78,0,0,1.85,0,4.44,1.11,0,0,0,7.4,2.96,0,0.74,0.37,0.37,1.11,0,1.11
3Month,0,0.62,0.1,86.13,0.1,0,0.73,0,1.04,1.87,0,5.72,2.08,0.31,2.39,7.91,12.27,1.98,33.29,0.94,0,1.35,0.21,0.21,0,0.42,0.31,0,4.06,1.46,6.66,0.21,0,0,6.97,1.25,1.04
22Month,0,0.55,0.14,17.22,0,0,0.27,0,0.14,1.37,0.55,15.71,0.68,0.14,0.96,1.09,2.05,1.37,15.99,0.41,0.27,0.55,0,0,0,0.96,0.14,0.14,1.37,0,9.16,0.14,0.14,0,0.27,0,0.55
