stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,T_cell
24hpf,2,2,2,0,0,0,0,0,3,2,10,0,61,0,0,0,0,0,0
72hpf,0.56,0,0.56,0,0,0,0,0,0.56,0,1.13,1.69,4.51,0,0.85,0,0.28,0,0
21Day,1.48,0,1.85,1.85,1.11,0.37,0.74,0,0,0,3.33,0.37,4.44,0,1.85,0,0,0.37,0
3Month,0,0,0,0,0,0.31,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0
22Month,0,0,0,0,0,1.37,0,0.27,0,0,0.14,0.14,0,0.14,0,0,0,0,0.14
