stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,1.69,0.56,1.13,0,0,0,0,0,0,0,0,0.56,1.97,0.56,1.41,0,0.28,0,0,193.35,3.95,3.66,2.25,2.25,0,0,1.41,0.28,0,0.28,0,0,0
21Day,0.74,0,0,2.22,0,1.11,0,1.11,0,0,0.74,0,0.37,0,0,0.37,0.37,2.59,0,0,0,0,62.16,5.18,4.44,1.48,2.22,2.22,0.74,0.74,0.37,0.37,0.37,0,0,0.37
3Month,0,0.42,0.1,4.26,0,0,0,0,0.1,0.52,2.91,0.73,0.1,0.83,0.42,0.62,0.62,1.35,0.31,0,1.25,0.21,8.43,0,21.22,0.52,0,0.31,20.08,0.31,0,0,0,0.52,6.45,0.52
22Month,0,0.14,0.14,6.56,0,0,0.14,0.14,0,0.27,10.25,0,0.14,0.41,0.14,0.14,0.96,0.96,0,0.55,0.55,0.14,4.37,0.41,17.9,0.14,0.14,0,8.34,0.55,0,0,0,0,0.14,0.27
