stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,1.41,0.85,0,0,0,0,0,0,0,0,0,0,0,2.82,68.21,0.56,0,0,0,0,1.97,1.41,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0
21Day,1.48,0.37,0,1.48,0.37,5.55,0,0,0,0,0.37,0,0.74,0.37,0.37,0.37,0,4.07,258.99,3.33,0,0,0.37,0,4.44,1.85,0.37,0.37,0,2.59,7.4,0,0.37,0,1.11,2.22,0,0.37,0,0.74
3Month,1.25,4.06,2.5,25.38,0.31,0,1.56,0.52,0.21,4.47,11.23,0.1,40.57,12.9,1.56,16.02,3.54,9.15,1112.15,12.59,2.18,0.52,3.02,3.12,1.46,0.31,1.35,1.46,0,0.73,9.15,0,11.96,0.31,0.1,0,0.31,2.81,7.91,9.67
22Month,0.27,1.91,1.09,5.88,0.14,0,0.55,0.41,0,1.37,9.43,1.91,32.25,5.33,2.19,5.88,0.14,2.05,930.31,5.88,0.41,3.14,1.09,0,0.82,0.27,0.68,2.19,0.55,0.14,1.37,0.14,3.83,0.41,1.37,0,0.14,0,0.14,4.1
