stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,1,0,1,0,0,0,0,35,0,0,0,0,1,2,3,2,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,9.58,1.97,1.13,0,0,0,0.28,0.85,0,0,0,0,0.28,0,22.27,2.54,0,0.56,0,5.92,0.28,1.41,22.27,2.54,0.85,0,0,1.69,1.13,0.56,0.28,9.86,8.17,0,0,0
21Day,0.74,0,8.14,25.53,8.14,1.85,0,2.22,0,1.85,5.55,0.37,0,4.81,0,1.11,16.28,0.37,4.07,2.22,4.07,0,0.37,2.59,0,9.99,1.48,4.07,0,0,2.22,3.33,1.11,0,17.02,33.3,0,0,0.74
3Month,0.31,1.77,8.53,61.58,1.87,0,1.25,0.21,0.1,69.38,53.46,0,0,292.91,4.37,0.1,124.61,4.37,3.74,4.78,6.03,1.56,0.42,28.6,10.61,2.18,0.31,11.03,0.73,0,0.31,4.47,19.45,0.42,0.62,0,2.5,5.51,3.74
22Month,0.14,1.09,6.83,28.42,0.68,0,1.09,0,0,20.36,45.09,0.41,0,214.95,0.68,0.68,100.44,1.23,0.14,3.55,3.55,0.14,4.1,8.88,0.14,0.41,0.14,4.92,0.27,0.55,0.14,0.41,13.94,0.55,7.38,0,0.68,0,0.55
