stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,5,37,0,0,2,0,0,0,0,0,3,0,0
72hpf,1.41,1.41,1.97,0.85,0.56,0,0,0,0,0,0.28,0,0,2.82,0.56,11.84,0,0.28,36.64,14.94,0.28,0,5.36,0,0,3.1,0,0,0.56,0,0
21Day,0.37,0.37,7.77,0,0.74,0,0,0,0,0,0.74,0.74,0,1.11,0.74,8.88,0,1.85,17.02,4.07,0,0.37,1.48,1.48,0,2.22,0,0.74,0.37,0,0.37
3Month,0,0.73,1.98,0,0,0.1,0.1,0,1.56,0.21,0,0.62,0,1.14,0.73,0.94,0.21,0.31,0.1,0,0,0.21,0,0,1.77,0.1,0,0,0,0.42,0.1
22Month,0,1.09,1.37,0,0,0,0.27,0.96,7.93,0.14,0.14,0.55,0,0.14,0.68,1.09,0,0,0.14,0,0,0,0,0,0.14,0.82,0.14,0,0,0,0.27
