stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,0,0,0,0,1.13,1.69,0,0,0,0.85,0,0,0,0,0,0,0,0,0
21Day,0.37,0.37,0,3.33,0,3.33,0,1.48,0,0,0,0,3.33,77.33,1.11,0,0.37,2.59,1.48,6.29,0,0,0.37,0,5.18,1.48,0,0,0,1.48,1.11,0,0,0.37,0.37,0.37,0,0,0.74
3Month,3.95,21.74,17.89,208.66,1.35,0,4.68,4.37,1.14,35.57,154.26,0.83,432.19,2395.51,5.93,160.39,21.43,73.85,63.76,120.14,32.97,2.18,29.85,16.75,11.03,2.7,15.19,8.95,0,7.07,40.05,10.71,59.6,6.14,0.31,1.66,27.36,37.03,69.8
22Month,0.82,14.62,5.47,25.14,0.27,0,3.69,0.55,0,3.96,45.37,5.47,276.03,1003.01,4.65,10.93,1.64,5.06,45.37,31.84,0.41,6.7,7.24,0.68,1.64,0.14,1.09,3.83,1.91,1.64,1.09,0,1.5,1.37,1.09,0.27,0.27,0,6.97
