stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,2,0,23,0,0,0,0,0,0,0,4,1,0,0,0,4,9,13,41,0,0,0,1,17,264,0,0,0,9,0,0,0,0,0,0,3,0,0,0
72hpf,2.54,2.82,0,9.86,3.38,9.86,0,0.85,0,0.28,0,0,0,0,3.66,0,6.76,31.29,2.82,16.91,0,0.56,0.85,0,37.2,36.08,0.85,1.13,0,21.7,0.85,0,0,6.48,0.28,0.56,3.66,0,0,0
21Day,3.33,3.33,1.48,79.92,5.55,29.23,0,14.06,0.74,4.44,0,0,7.03,0.37,32.93,3.7,9.99,38.11,22.57,13.32,0,0,5.18,0.74,31.45,22.2,1.11,0,0,24.05,4.44,0,0.37,3.33,1.11,4.44,2.59,0,0,28.86
3Month,0,1.04,0.73,16.12,0.1,0,0.1,0.62,2.39,5.93,0,0,14.56,12.07,1.25,11.75,0.83,6.66,2.18,2.29,0.94,0,0.94,0.21,0.73,0,1.25,0.31,0,0.31,0.31,0,3.74,0.21,0,0,0.1,0.52,0.52,8.11
22Month,0.41,17.08,3.69,46.46,0.27,0,2.32,1.37,7.24,97.98,1.5,0,203.2,20.77,12.3,44.96,2.05,12.03,68.46,6.29,0.41,6.83,4.24,0,1.5,0.27,4.24,1.78,0.82,0,2.05,0.14,5.74,1.78,0.68,0,0,0.55,0,39.76
