stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,8,94,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,2.25,0.28,0,1.13,0.56,0.28,0,0.28,0,0,0.28,0,0,0,0,0,1.97,6.2,0.56,9.02,0,0.56,0.56,0,12.12,22.83,0,0,0,6.76,0,0.85,3.38,0,0.28,0,0,0
21Day,1.48,0.37,0,5.55,0.37,0.74,0,2.96,0,0,0,0,0.74,0,2.22,0,1.11,1.85,0,15.17,0,0,1.11,0,2.96,8.51,0,0.37,0,4.44,0.74,3.7,2.22,0,0.74,0.37,0,0.37
3Month,0.62,2.29,0.83,20.39,0.31,0,1.04,0.94,0.21,1.46,3.22,0.21,46.18,2.18,1.25,7.39,4.58,5.1,3.64,14.35,3.54,0.21,1.35,7.18,1.46,0.62,1.14,0.94,0,1.35,2.91,267.22,1.35,0,0.52,2.29,172.25,2.7
22Month,0,1.23,0.41,6.56,0.27,0,0.41,0.27,0.14,1.23,2.19,0.41,71.88,0.55,1.64,9.43,0.14,1.5,4.24,9.16,0.68,1.64,0.27,0.14,0.68,0,0.41,1.5,0.55,0.68,0.14,58.76,0.55,0.55,0.14,0.27,0.27,0.55
