stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,6,0,1,0,0,0,0,0,2,0,0,0,0,1,0,4,8,0,0,2,95,1,0,6,0,0,0,0,0,1,0,0,0
72hpf,1.41,1.41,0,1.97,0.28,0.85,0,0,0,0,0,0,0,0,0.28,0,0,0.85,0.28,5.64,0,0,22.55,18.04,0,1.13,6.2,0,0,5.07,1.13,0,0,0,0,0
21Day,9.62,1.11,0.74,14.43,1.85,3.33,0,3.33,0,0.37,0,0,0.37,0,5.55,0.37,0.74,9.99,2.22,14.8,0,0.74,13.32,14.06,0.37,1.11,12.21,3.33,0,1.11,0.74,1.85,0.37,0,0,1.11
3Month,0,0.1,0,2.39,0,0,0.1,0,0.1,0,0,0,0.31,0.1,0.42,0.21,0,0.1,0.73,0.21,0,0.1,0,0,0.1,0,0,0,0.83,0,0,0,0,0.1,0.52,0.83
22Month,0,0.14,0,0.41,0,0,0,0,0,0.68,0.68,0,3.14,0.55,0.14,0,0.14,0.27,1.09,0.68,0.14,0,0,0,0.14,0,0.27,0,0.27,0,0.14,0,0,0,0,0.27
