stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,35,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.07,1.41,0,3.66,2.25,6.76,0,0,0,0,0,0,0,0,0.85,9.58,0.85,8.46,0,0,0,0,826.66,62.01,1.69,1.69,12.4,0.28,0,11.27,0,0.85,0.85,0,0,0
21Day,2.96,0,0.37,7.03,0.74,4.07,0,0,0.37,0,0.74,0,1.11,0,0.37,2.22,0,4.44,0,0,1.48,0,206.82,13.32,1.11,0.37,1.85,6.29,0,1.85,0.74,2.22,0.37,0,0,0
3Month,0,0.31,0,1.87,0,0,0.1,0.1,0.21,0,0.62,0.42,0,0.42,0,0.42,0.31,1.46,0.42,0,0,0.21,15.08,0.52,2.6,1.35,0.21,0,2.91,0.62,0,0,0.1,0.52,0.94,0.1
22Month,0,0.14,0,1.09,0,0,0.14,0,0.41,0.14,2.87,0.14,0,0,0,0.14,0.27,1.91,0,0.27,0.14,0,11.75,0.27,3.69,5.88,0,0,3.14,1.78,0,0,0,1.78,0,0
