stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,5,0,1,11,0,0,0,2,0,24,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,3.38,0,0,74.69,5.36,0.85,0,0,0,0,0,0,0,0,0,5.92,90.76,0.28,6.2,0,0.28,0.28,1.41,14.66,17.19,0,0,0,5.07,0,0,6.48,0,2.25,0,0,0
21Day,2.59,0,0,46.99,0.37,0.74,0,0,0.37,0,0.37,0.74,0,0.37,0.37,0,19.98,0.37,6.66,0,0,5.18,0,6.66,5.92,0,0.37,0,1.11,1.11,0.37,3.7,0,0.37,0,0,0
3Month,0,0.1,0.21,12.07,0.42,0,0.21,0.31,1.56,0.31,0,4.16,0.83,0.31,1.14,1.87,21.32,0.21,1.87,0.83,0,0.73,1.25,0.83,0.1,0.52,0.42,0,0.1,0.31,6.24,0.52,0.1,0.83,2.08,1.35,0.1
22Month,0.14,0.27,0.14,4.92,0.14,0,0.14,0,0.68,0.55,1.5,13.39,0.14,0.41,1.23,0,3.28,0.55,1.37,0,0,0.27,0,0.27,0.14,0.14,0,0.14,0,0.27,2.73,0.68,0,0.14,0,0,0.14
