stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,3.66,1.41,0,0,0,0,0,0,0,0,0,0,0.85,5.64,0.28,1.97,0,0,0,0,12.97,3.38,0,0,0,1.69,0.56,0,0.28,25.37,40.59,0,0,0,0
21Day,7.03,0.74,1.48,58.09,0,11.84,0,2.22,0.74,1.11,0,5.92,0.37,4.44,3.7,2.59,19.24,2.96,27.75,0.37,0.37,4.81,0.37,27.75,12.95,1.48,1.48,0,4.07,8.51,0,3.33,100.27,458.78,1.48,0,0,2.96
3Month,0.1,0,0.1,26.42,0.1,0,0,0,0.42,0.1,0,2.6,0.21,0,0.42,2.18,20.28,0.52,0.31,0.42,0,0,0.21,0.42,0.1,0.94,0.1,0,0,0.42,7.39,0.1,1.04,0.42,0.21,0.21,1.14,0.31
22Month,0.14,0.14,0,9.7,0.14,0,0.27,0,0,0.41,0.55,4.65,0.14,0,0.27,0.55,3.01,1.09,0.41,0,0.41,0,0,0.41,0,0.27,0.14,0.14,0,0,1.64,0,3.28,0.14,0,0.14,0,0.14
