stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,5,0,0,0,0,0,0,69,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.05,4.51,0,8.46,1.13,5.36,0.28,0,0.28,0,0.28,0,0,0.56,0,1.13,12.12,0.56,10.71,0.28,0.85,0.56,647.97,30.16,0.85,0.28,14.66,0,0,5.36,71.03,73,0.85,0,0,0
21Day,14.43,3.7,0.74,36.26,2.96,20.72,4.07,0.37,2.22,0.74,0,5.18,1.11,12.21,2.96,1.85,18.13,4.81,34.04,0,6.29,0.74,131.72,17.76,1.11,1.48,14.43,10.73,0.74,4.81,123.95,620.47,3.33,0.37,0,4.81
3Month,0,0,0,0.42,0,0,0,0.1,0.42,0,0,0.73,0.21,0.1,0.21,0.1,1.56,0,0.1,0,0.21,0.1,1.25,0.1,0.21,0,0,0.1,2.08,0.1,1.04,0.52,0,0.73,0.62,0
22Month,0,0,0,0.27,0,0,0,0,0.82,0,0,2.19,0,0,0.55,0,0.14,0.27,0.14,0,0,0,1.5,0,0,0,0.14,0,1.09,0.41,2.32,0.14,0,0.14,0,0.27
