stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,1.13,0,1.69,3.1,0.56,0,0,0,0,0,0,0,0,2.25,4.79,0.28,1.41,0,0,0.56,0.28,8.17,5.07,1.13,0.28,0,7.05,0,0.28,1.97,0,0.28,0,0,0
21Day,1.48,0.37,0.37,2.22,0.74,0,0,0,0,0,0.37,0,0.37,0,0,0.37,0,6.66,0,0,0.74,0.37,4.07,4.44,0,0,0,7.03,0,1.48,0.74,0,0.37,0,0,0.37
3Month,0.1,0.42,0.21,16.54,0.52,0,0.21,1.14,1.25,0,7.39,1.35,0.42,2.08,1.77,1.25,1.66,2.08,0.42,0.1,0.31,0.83,3.64,0,1.66,0,0,0,0.73,23.61,0.1,0.1,0,0.1,140.11,1.35
22Month,0.41,0.27,0.55,6.56,0.27,0,0,0.55,0.82,0.41,23.5,1.09,0.14,1.64,0.14,0.41,1.5,0.68,0,0.14,0,0.27,0.55,0.14,0.55,0.14,0.68,0,0.14,2.46,0.27,0,0,0,0.68,0.68
