stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0,0,0,1.97,0.28,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0.37,0,0,0.74,0,0.74,0,0.37,0,0,0,0,0,0,0.37,0.37,0.37,0.37,0.37,0.37,0,0,0,0,0.37,1.11,0,0,0,0.37,0,0.37,0,0,0,0,0
3Month,0.1,0.42,0,4.89,0.21,0,0,0.52,0.1,0.42,0.83,0,13.73,0.52,0.42,3.12,0.83,2.08,2.08,2.7,0.83,0,0.31,0.73,0.31,0,0.62,0.1,0,0,0.31,5.41,0.21,0,0.62,3.54,2.29
22Month,0,0.55,0.27,3.28,0,0,0.27,0.55,0,0.27,0.82,1.37,30.61,1.09,0.41,4.37,0.41,0.55,2.46,3.55,0,0.68,0.27,0.14,0.14,0.14,0.82,1.5,0.14,0,0,0.68,1.37,0.14,0,0,1.91
