stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,3.1,0,1.13,0,0.56,0,0,0,0,0,0.28,0,0,14.66,0,1.97,0,0.28,0,0,9.86,6.76,0,0,1.69,0,0,0,0.85,0,0.28,0.56,0,0,0
21Day,1.48,0,0.37,98.42,0.37,4.81,0,0.37,0,0.37,0,1.11,0.37,2.22,0.37,0.74,85.1,1.11,4.81,0,0,0,0,6.29,2.59,0.37,0,2.96,3.33,0,0,0,0,1.11,0,0,0,1.11
3Month,0.31,2.08,0.42,155.09,0.21,0,1.25,0.31,5.72,5.2,0,22.05,26.21,0.73,10.51,1.87,292.5,8.84,12.27,2.29,0,1.98,1.35,2.5,0.31,1.56,1.25,0.21,4.16,0.1,22.47,0.94,0,0,0.31,4.26,17.99,4.47
22Month,0,1.64,0.14,26.37,0,0,0.41,0.14,0.41,0.96,0.96,15.03,3.14,0.68,5.47,0.27,28.01,1.09,6.97,1.64,0.96,0.55,0,0.55,0,0.96,0.68,0.14,0.14,0,4.65,0.27,0.14,0,0,0.27,0,0.96
