stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.41,3.66,0,1.41,2.25,1.13,0,0,0,0,0,0,0,0,0,0.28,1.97,0,31,0,0,0.56,0,10.15,11.56,0,0.28,0,148.82,0,0.28,2.82,0.28,0.28,3.66,0,0,0
21Day,0.37,2.22,0,1.85,1.11,2.59,0,0,0,0,0,0.37,0,1.11,0.37,0.37,1.85,1.11,119.88,0,0,14.43,0,1.85,5.55,0,0,0,68.45,3.7,0,0.37,0.37,2.22,2.96,0,0,0.74
3Month,0.21,2.91,0.1,3.02,0.21,0,0.21,2.91,0.73,2.29,0,4.68,0.73,0,1.66,0.42,0.73,0.94,49.41,11.86,0,1.87,0.31,0.1,0.21,0.21,0,0,92.37,0.42,14.56,0,0,0,0.1,0.83,3.74,1.04
22Month,0,1.23,0.14,1.91,0.14,0,0,0.96,0,0.82,0.27,9.29,0.68,0.27,0.82,0,0.14,0.68,13.94,0.82,0.27,0.55,0,0.14,0,0.14,0.27,0.27,57.94,0.14,3.28,0,0,0,0,0.41,0.14,0.14
