stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,19.73,0.56,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,4.51,0,0,0.28,0,2.82,1.13,0,0,1.41,0,0,0,0,0,0,0,0
21Day,9.25,0.37,0,0.37,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0,0.37,10.36,0,0,2.22,0,1.11,0,0,0,0.37,0.37,0.37,0.37,0,0.37,1.85,0,0
3Month,0.31,1.56,0.21,4.26,0,0.21,0.1,0.1,0.83,1.25,0,6.35,1.56,0,2.29,0.73,0.94,1.98,12.9,0.83,0.1,3.12,0.62,0.52,0,0.42,0.21,0.31,0.73,22.78,0.1,0,0,150.93,2.91,1.35
22Month,0.27,1.78,0.14,1.64,0,0.27,0.14,0,0,0.96,0.41,16.81,0.55,0.27,2.19,0.41,0.14,1.37,1.91,0,0.41,1.23,0,0.96,0.14,0,0,0,0.14,7.11,0.27,0.14,0,31.16,0,0.55
