stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,1.13,0,0,0.28,0,14.37,5.36,0,0,0.28,0,0,0.28,0.56,0,0.28,0,0,0
21Day,0,0.37,0,0.74,0.37,0.74,0,0,0,0,0,0,0.37,0,0,0.37,1.11,0.37,1.48,0,0,0,0,8.14,1.85,0,0.37,0.74,0,0.37,1.11,0.37,0.37,0,0,0,0
3Month,0,0.94,0.83,13.31,0,0,0.31,1.25,0.94,0.1,0,41.09,1.25,0.1,15.29,0.83,3.33,1.35,2.81,0.42,0,0.62,0.31,0.52,0.21,1.46,0.73,0,0.94,17.99,0.62,0,0,0.1,1.14,6.66,1.25
22Month,0,0.96,0.14,1.5,0,0,0.14,0.41,0.41,1.37,0,30.34,1.23,0,6.01,0.27,0.68,0.55,2.32,0,1.23,0.14,0,0.68,0,1.37,0.41,0,0,2.46,1.37,0,0,0,0,0,0.14
