stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,12.12,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.85,0.85,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0.37,17.02,0,2.59,0.74,0,0.74,0,0,0,0.37,0,0.37,0,0,0.74,0,1.85,0,0,0,0,0,1.48,0,0,0.74,0.37,0,0,0,0,0,0,0.37
3Month,0.21,65.43,0.31,3.54,0,0.1,2.39,0.62,0.83,0,6.14,1.77,0.42,1.66,0.21,1.04,1.14,2.29,0.1,0.1,0.21,0.1,0,0.1,0.31,0,0.1,0.73,0.1,3.22,0.21,0,63.55,2.18,1.04
22Month,0.14,90.6,0.41,1.37,0,0.27,1.64,0.14,0.96,0.68,5.74,0.41,0.27,0.82,0.27,0.14,0.41,1.91,0,0.27,0.41,0.27,0.14,0,0.14,0.14,0.14,0,0,0.96,0.14,0.14,7.79,0,0.14
