stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,3,108,0,0,7,0,0,0,0,0,0,0,0
72hpf,2.54,3.1,0,0.56,0.28,3.38,0,0,0,0.28,0,0,0,0,0,0.56,1.97,1.13,60.32,0,0.28,1.41,0,22.83,18.88,0.28,0.28,107.95,0,0,2.25,0,0.56,0,0,0
21Day,4.07,0.74,0,3.33,0.37,1.85,0,0,0,0,0,0.74,0,1.11,0,0,1.48,0,85.1,0.74,0,5.55,0,2.59,2.59,0,0,68.08,4.07,0.37,0.74,1.11,0,0,0,0.37
3Month,0.31,0.1,0.1,1.25,0,0,0.21,0.1,0.42,0.42,0,2.18,0.42,0.1,1.25,0.1,0.21,0.1,20.49,6.24,0.1,0.1,0.1,0.31,0.1,0,0,0.31,0,2.39,0.1,0,0,0.73,0.42,0.52
22Month,0,0.27,0.14,0.82,0,0,0.14,0,0.14,1.23,0.41,8.2,0.68,0.14,1.09,0,0.27,1.37,14.35,0.55,0.55,0.14,0,0.41,0,0.41,0,0,0,1.23,0.14,0,0,0.14,0,0.14
