stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,20.29,0.28,0,0,0,0,0,1.41,0,0,0,0,0.28,0,0,0.28,0.28,0,0,0,0
21Day,0.37,0,0,16.28,0.37,0.74,0,0,0,0,0,0,0,0.37,0.37,1.11,17.39,2.22,0,0,0,0.37,0,1.48,0.74,0,0,0,0.37,0.74,0,0.37,0,0,0,0,0.74
3Month,0,0.73,1.25,63.66,0.21,0,0.42,0.31,5.72,3.02,0,24.24,3.02,1.04,24.44,2.18,14.46,6.55,4.16,1.14,0,2.08,1.77,0.42,0,0.83,0,0,0.31,1.14,6.14,0.21,0,0.31,2.5,1.04,11.96
22Month,0,0.68,3.01,26.1,0,0,0.14,0.14,4.65,3.14,1.64,94.29,1.91,0.96,51.38,0.96,5.74,5.74,5.74,0.27,2.46,1.5,0.27,0.41,0.14,1.91,0.41,0.14,0,0.68,4.51,0.14,0,0,0.41,0,2.46
