stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.28
21Day,0.37,0,0,0,0,1.85,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,1.11,0.37,0,0,0,0.37,0,0,0,0,0,0,24.05
3Month,0.21,0.42,0.21,5.72,0.1,0,0,0.31,0.62,4.26,0,7.8,3.02,0.52,2.5,0.31,2.29,1.87,3.12,0.62,0,0.73,0.42,0.21,0.1,0.31,0.1,0.1,0.94,1.46,0,0,0,0.73,0.31,30.37
22Month,0.14,1.37,0.27,2.87,0,0,0.27,0.14,0.55,8.61,1.09,25.14,1.64,0.82,2.87,0,0.55,2.87,3.01,0,0.55,0.55,0.14,0.55,0.27,0.14,0.55,0,0,0.27,0.14,0.14,0.14,0.27,0,25.83
