stage,Cardiomyocyte,Endothelial.cell,Epithelial.cell,Immune.progenitor.cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Osteoblast,Primordial.germ.cell,Retinal.pigment.epithelial.cell,Spermatocyte
24hpf,2,0,11,1,2,64,1,10,10,142,0,0,1,0
72hpf,0,0.281848056003223,0,0,0,0.563696112006446,0,0.281848056003223,0.281848056003223,0.84554416800967,0.281848056003223,0,0,0
21Day,0,0,0,0,0,0,0,0.369986860264282,0,0,0,0,0,0
3Month,0,0,0,0,0,0,0,0,0,0,0,0.104017006644673,0,0.104017006644673
