stage,Endothelial_cell,Epithelial_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,1.69,1.13,0,0.28,0,0,0,0,0,0,0
21Day,0,1.48,0,0,0,0,0,0,0,0,0,0,0.74,24.05,0,0,0.37,0,0,0.37,0,0.37,0.37,0,0.37,0.37,0,0,0
3Month,0.21,1.14,0.1,0.1,0.52,0,1.35,0.52,0.1,0.42,0,1.35,2.39,38.69,0.62,0.21,0.42,0.1,0.1,0,0,0.1,0.31,1.87,0,0,0.1,0.42,0
22Month,0.14,0.14,0,0,0.14,40.58,2.05,0,0,0.68,0.14,0.27,1.78,6.15,0.14,0,0.14,0,0,0,0.14,0,0,0.27,0,0,0,0,0.14
