stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,1.41,0.28,1.41,0,0.28,0,0,0.28,0,0,0,0.28,0,0.56,2.25,0,4.79,0,0,0,0,52.14,7.05,0,0.28,0,1.69,0,0,0,4.51,0,0.28,0,0,0
21Day,2.96,0,0,2.96,0,1.11,0,0,0,0,0.37,0,1.11,0,0.37,0,0.37,1.48,1.11,2.59,0,0,0.74,0.74,9.25,2.96,0,0,0,1.11,0.74,0,0.37,1.11,0.37,0,0,0,0
3Month,0.31,4.06,2.5,30.69,0.42,0,0.94,0.42,0.31,2.91,6.76,0.1,136.57,9.88,1.25,10.61,5.93,11.23,7.91,21.01,4.26,0.21,3.54,2.18,3.12,0.73,2.91,10.3,0,0.42,2.81,0.21,59.39,1.46,0.1,0.31,3.12,30.06,5.51
22Month,0.14,3.96,0.68,6.29,0,0,0.27,0.41,0.27,0.55,2.87,1.78,71.88,2.32,1.09,4.78,0.27,1.37,2.46,9.02,0.27,1.37,1.37,0.14,1.5,0.27,1.64,8.88,0.14,0.14,0.68,0,21.86,3.01,1.09,0,0.14,0,1.09
