stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.27,3.38,0,9.58,1.69,15.78,1.13,0.28,0,0,0.85,0,6.76,31.29,2.82,49.61,0,1.41,0.56,0.56,162.34,58.62,0.56,1.41,31.29,0,0,14.94,0.85,0,1.13,0
21Day,11.84,2.22,1.11,50.32,2.96,25.9,5.18,2.96,8.51,0.37,15.91,6.66,2.59,20.35,6.29,71.78,0.37,0.37,4.81,0.74,55.87,32.19,0.37,1.11,21.09,11.47,0.37,4.07,3.33,8.51,0.74,11.47
