stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.97,2.82,0,0,0,0,0,0,0,0,0,1.41,13.53,0,0,0,0,0,0,5.07,3.95,0,0,0,0.28,0,0,0,3.95,0,0,0,0,0
21Day,0.37,0,0,11.47,2.22,0.37,0,0,0,0,0.74,0,0,0,0.37,7.4,0.74,0.37,0,0,0,0,3.7,1.85,0,0,0,1.11,0.37,0,0,0,0.37,0.74,0,0,0
3Month,0,0.83,0.21,43.69,1.46,0,0.1,0.62,1.14,0,12.48,1.98,0.21,3.43,6.97,4.99,1.25,4.78,0.62,0.1,0.31,1.98,9.47,0.42,1.56,0.31,0,0.52,0.94,0.1,7.8,0.31,0,0.62,0.94,254.95,1.35
22Month,0,0.96,0,18.86,0.68,0,0.27,0.41,1.91,2.87,67.64,0.82,0.27,2.19,1.23,0.82,1.37,2.87,0.14,3.14,0.27,0,2.32,0.41,0.55,0.27,0.27,0.27,0.41,0,6.29,0.41,0,0.14,0,0.55,0.68
