stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,5,14,0,0,0,0,6,45,0,0,3,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,5.64,0.56,0.85,0,0,0,0,0,0,0,0,0.28,1.97,20.01,0.56,3.66,0,0.56,0.28,0,29.59,11.84,0,0,3.38,0,0,0.28,0.28,0.56,0,0,0
21Day,0,0,0,11.47,0,0.37,0,1.11,0,0.37,0,0.37,0,0.74,0.37,0,1.85,0,5.18,0,0,0.37,0,7.03,1.85,0.37,0,0.74,0,0,1.11,1.11,0,0,0,0.74
3Month,0,0.42,0.31,11.23,0.1,0,0.1,0.21,0.62,0.94,0,7.8,0.21,0.1,3.43,0.83,3.74,0.62,1.46,0.31,0,1.87,0.1,0.31,0.1,0.21,0.1,0.1,0.52,4.58,0,0,0,1.25,0.1,0.42
22Month,0,0.14,0.14,2.32,0,0,0.14,0.14,0.14,0.96,0.68,13.53,0.27,0.55,1.78,0,0.68,1.23,0.68,0.14,0.14,1.23,0,0,0,0,0.14,0.14,0,0.96,0,0,0,0.14,0,0.41
