stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,3,68,1,0,2,0,0,0,0,0,1,0,0,0
72hpf,0.56,1.41,0,5.64,1.41,1.13,0,0,0,0,0,0,0,0.28,0,1.69,7.33,0,7.61,0,1.13,0.28,31.85,25.37,0.28,0.28,10.71,0,0.28,1.13,0,0,0.28,0,0,0
21Day,0.74,0.74,0.37,13.32,0,0.74,0,0.37,0,0.37,0,0,0,0,0,0.74,3.7,2.96,7.4,0,0,0.74,5.55,2.22,0.37,0.37,2.59,0.74,0.74,0.37,0,1.48,0,0,0,0.37
3Month,0,0.73,0,1.14,0.1,0,0,0,0.1,0.83,0.1,0.31,0.21,0,0.52,0.21,0.62,0.62,0.83,0.1,0,0.52,1.14,0,0,0,0.21,0.1,9.26,0,0,0,0,0.1,6.97,0.62
22Month,0,1.23,0,1.91,0,0,0.14,0.14,0.14,7.38,0.27,1.91,0.55,0.27,0,0,0.55,1.91,2.87,0,0,0.68,0.41,0.14,0.14,0.82,0.14,0,0.14,0,0.14,0,0,0,0,0.96
