stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,12.97,0.28,0.56,0,0.28,0,0,0,0,0,0,0,0,0.28,73.28,0,0.28,0,1.13,0,0,5.92,2.25,0,0,0,0.85,0,0,0,0,0,0,0,0
21Day,1.85,0,0,40.33,0,2.59,0,0,0,0,0,0,2.22,0,0,0.37,0,24.79,0,1.48,0,0,0.37,0,3.33,0.74,0,0,0,0.37,1.11,0,0,0,1.11,0,0,0
3Month,0.21,1.25,0.94,143.13,0,0,1.14,0.21,0.1,9.26,2.5,0,44.52,4.26,0.31,15.39,2.29,202.94,2.39,2.39,0.73,0.31,2.5,0.73,0.42,0.1,0.73,0.21,0,0.21,1.77,3.12,0.21,0,0,2.08,1.77,3.74
22Month,0.14,1.78,0.96,18.72,0,0,0.27,0.27,0,6.7,6.7,3.01,89.64,2.05,1.78,24.05,0.41,17.22,5.06,2.19,0.14,1.5,0.68,0.14,0,0.27,0.41,0.41,0.14,0.14,0,5.88,0.41,0.14,0,0,0,1.91
