stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,8,0,0,0,2,0,0,1,0,1,0,0,0,6,0,33,1,0,0,0,3,3,43,0,0,0,0,0,0,0,0,0,4,0,0,0
72hpf,0.28,0.56,0,1.69,0.85,5.92,0,1.97,0,0,0.56,0,0,0,0.85,0,0.56,2.54,0,4.51,0,0,0,1.41,82.02,20.86,0,0.85,3.38,0,0,0,1.41,1.97,1.41,3.66,0,0,0
21Day,0.74,0.74,0.37,5.55,0,27.75,0,7.77,0,0,2.22,0,0.37,1.11,16.28,0.37,0,1.48,2.22,4.81,0,0,3.33,0.37,21.46,6.29,0,2.96,1.48,0.37,0,0,1.11,0.74,2.22,7.4,0,0,11.47
3Month,0.31,2.18,0.42,24.34,0.83,0,1.25,3.22,0.1,2.08,52.53,0,10.09,66.36,6.87,4.37,4.26,3.22,15.71,14.35,3.22,0.1,5.1,9.57,3.95,0.83,3.54,1.87,1.04,3.02,0.21,77.8,0.31,0,0,0.31,5.62,194.41,76.24
22Month,0,1.91,0.14,10.8,0.14,0,1.37,1.78,0,0.68,67.23,0.27,8.34,21.18,6.7,0.96,0.41,0.27,10.8,11.34,0.27,0.55,1.78,0.82,0.68,0.41,2.6,2.73,0.68,0.14,0,7.52,0.82,0.14,0,0.27,0.41,0.41,31.84
