stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,14,119,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,2.25,0.56,0,1.97,0,1.69,0,0,0,0,0,0,0,1.69,0,0.85,5.36,0.28,3.66,0,0,0,0,191.94,82.02,0,0.28,0,8.74,0.28,0,4.23,0,0,0,0,0
21Day,2.96,0,1.48,4.07,0.37,10.73,0,0.74,0,0.37,0,0.74,1.48,71.04,2.22,1.11,5.92,11.1,11.1,0,0,0.74,0,139.49,65.12,0.37,0.74,0,5.18,7.4,0.37,4.44,1.85,0,0.37,0,18.87
3Month,0,0.1,0.1,1.66,0,0,0,0.1,0.21,0.31,0,3.12,1.46,0.62,0.73,0,0.31,5.41,0.73,0.1,0,0,0.1,0.21,0.1,0.21,0,0,0.1,0.1,0.94,0,0,0,0.1,0.1,8.32
22Month,0.14,2.05,0.96,4.24,0.14,0,0.55,0.41,1.37,2.32,2.05,103.31,0.82,1.23,6.42,0.27,0.96,7.65,7.11,0.14,1.64,0.55,0,1.09,0.27,0.14,0.41,3.28,0,0.14,3.01,0.41,0,0.27,0,0,4.24
