stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,29,0,49,0,2,0,0,0,13,0,0,0,0,0,9,12,8,0,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.68,3.38,0,35.51,3.1,1747.18,0,2.25,0,0.56,0,0,0.28,0,0.56,0,8.46,53.27,4.79,27.9,0,1.69,0.56,0.28,160.37,71.31,0.28,2.25,31,0.56,0,13.25,1.41,1.13,1.41,0,0,0
21Day,32.93,4.81,5.18,110.63,5.18,3224.44,0,146.88,1.48,4.44,0,0,12.95,3.7,34.41,14.43,9.62,73.26,32.56,105.45,0.37,0.37,12.95,0.37,128.76,59.2,1.11,6.29,37.74,81.4,0,15.54,7.77,42.55,5.18,0,0.37,26.27
3Month,0.21,1.66,0.1,8.63,0.31,0,65.95,1.14,5.72,2.29,0,0,4.68,1.66,0.73,2.6,0.83,2.81,3.95,4.68,38.28,0,0.94,0.52,0.62,0.1,0.42,0.1,0,0.83,4.16,0.1,0,0,0,1.04,1.77,2.18
22Month,0.14,3.28,0.27,3.69,0,0,45.78,0.14,2.05,4.1,0.41,0,11.75,1.64,0.55,1.64,0.41,1.37,3.14,6.56,3.55,1.78,1.09,0,0.41,0,0.55,0.96,0.14,0.55,1.37,0.27,0,0,0,0.41,0,1.23
