stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,2.25,0.28,0,0,0.56,0,0,1.97,0.85,0,0,0,0,8.46,0,0,0.56,0,0,0,0,0,0
21Day,12.58,1.11,1.11,27.01,0.74,15.54,0,2.96,0.74,1.11,0,3.33,0.74,9.62,1.11,2.96,17.02,4.44,26.64,0,0.37,2.96,0.74,39.59,14.43,0.37,0,0,14.06,566.82,0,0,3.33,0.74,5.55,1.48,0,0,5.18
3Month,0.42,5.41,5.2,47.95,0.1,0,0.94,0.62,9.67,16.33,0.31,105.68,24.55,1.77,33.91,6.55,16.02,15.29,20.8,3.64,0.83,6.97,4.78,1.66,0.73,2.91,2.29,0,1.04,395.16,8.01,17.58,1.35,0.1,0.1,0.31,6.55,13.94,16.64
22Month,0.27,2.87,0.96,3.83,0,0,0.82,0,1.09,5.74,0.82,76.8,1.78,0.55,4.1,0.27,0.96,3.96,9.29,0.14,4.1,1.5,0,0.14,0,0.96,0.96,0.27,0.27,67.37,0.14,0.68,0.82,0,0,0,0.27,0,2.05
