stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Osteoblast,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
3Month,0.1,0.1,0.83,0.1,0.21,0.73,0.31,0.21,0.42,0.1,0,0.21,0,0.1,0.1,10.4,0.21,5.51,0.31
22Month,0,0,0,0,0,0.14,0,0,0,0,0.14,0,0.14,0,0,0.96,0,0,0
