stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.69,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,1.41,0.28,2.54,0,0,0.28,0,17.76,5.07,0,0,3.38,0,0,0.56,0,0,0,0,0
21Day,1.48,0,0,4.07,0,0.37,0,0.37,0,0,0,0,0,0,0.74,0.37,0.37,2.22,0,7.03,0,0,0.74,0,3.33,1.48,0,0,0.74,0.37,0,0.74,0.37,0,0,0,0
3Month,0.21,5.51,1.04,47.64,0.31,0,0.52,0.62,0.1,6.03,6.24,0,31.52,6.14,0.83,29.54,2.6,16.54,16.43,8.95,1.56,0,3.43,2.7,2.08,0.1,2.18,0.83,0.31,2.18,4.68,0.73,0,0.31,3.74,0.62,9.67
22Month,0.14,2.19,0.96,4.65,0.14,0,0,0.41,0,0.96,2.32,1.23,13.25,0.82,1.09,10.93,0.14,0.82,2.32,3.28,0.14,0.55,0.96,0,0.27,0.14,0.68,0.14,0,0.14,0.14,0.27,0,0.14,0,0,1.37
