stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,3,2,8,10,0,0,0,0,23,161,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.43,0.56,0,8.74,0.56,4.23,0,0.56,0,0.28,0,0,0,0,1.13,0,1.13,9.58,4.51,12.97,0,0.28,0,0,830.61,108.23,1.13,1.41,0,14.37,0.28,0,12.68,4.79,4.23,1.41,0,0,0
21Day,2.59,0.37,0,5.92,0.37,1.85,0,0,0,0,0,0,0,0.74,5.18,0,0,2.96,6.66,8.14,0,0,0.74,0.37,86.58,11.84,0.37,0.37,0,2.96,3.33,0,0,1.11,2.96,0.37,0,0,1.11
3Month,0.1,1.14,0.1,4.16,0,0,0.1,0.1,0.1,2.08,0.1,0,1.77,3.95,2.39,0.31,0.31,1.77,39.11,1.35,0.1,0,0.21,0.1,2.6,0.21,1.14,0.1,0,0.1,0.21,0.83,0.21,0,0,0,1.46,0.42,2.91
22Month,0.14,1.78,0,2.19,0,0,0,0,0,3.28,1.37,0,1.91,0.68,1.09,0.27,0.14,0.41,26.78,0.82,0,0.14,0.55,0,1.91,0,1.5,0,0.14,0,0,0.14,0.55,0.27,0,0,0.14,0,0.68
