stage,Cardiomyocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Spermatocyte,T_cell
24hpf,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,1.13,0,0,0,1.41,0,0.28,0,0,0
21Day,0,0,0,0.37,0,0,0,0,0.37,0,0,0.74,0,0,0,0,0,0,0,0.37,0,0,0
3Month,0,0.21,0,0,0.1,0.1,0,0.94,0,0.1,0.1,0.21,0.1,0.21,0.21,0.21,0.1,0,0.1,0,8.32,0.42,0.1
22Month,0,0.27,0,0,0,0,0.41,0.68,0,0.14,0,0,0.14,0.14,0,0,0,0,0,0,0,0,0
