stage,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte
72hpf,0,2.54,0,0,0,0,0,0,3.38,0,0,0,0.56,0.56,0,0,0,0,0,0,0
21Day,0,8.14,0,0,0,0,0,0.74,1.85,0,0,1.85,0,0.74,0.37,0,0.37,0,0,0,0
3Month,0,7.28,1.04,0.1,0.62,0.21,1.14,0.42,1.66,0.62,0.1,5.51,0,0,0.42,0,0.21,0.83,0.1,0.1,0.21
22Month,0.27,2.05,0,0.14,0,0,0,0.27,0.27,0.14,0,4.24,0,0,0.14,0.14,0,0,0,0,0
