stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32,159,0,311,2,0,0,0,0,0,0,0,3,0,0,0,0,5,4,4,155,0,0,0,0,6,269,2,0,48,0,0,0,0,0,0,0,0,0
72hpf,37.77,81.17,0,118.94,1.69,7.33,0,0.28,0,0,0.56,0,0,0,0,0,0,6.76,164.6,1.13,69.05,0,0.28,1.69,0,98.36,120.91,0.85,32.98,66.23,1.41,0,7.05,0.28,0,3.66,0,0,0
21Day,18.13,18.13,0.74,89.54,0.37,8.88,0,0.74,0,0.37,0.37,0,0,2.22,0,2.22,1.85,3.33,24.42,1.48,62.53,0,0,7.77,0,89.17,62.16,0.37,23.31,35.52,9.62,0,2.22,1.48,1.85,1.48,0,0,1.85
3Month,0.52,15.6,0,20.7,0.1,0,0,0,0,0.42,0.52,0,0,1.87,1.14,0,0.52,0.94,6.14,1.35,4.89,0.62,0.1,3.12,0.1,2.29,1.04,0.83,1.35,0.42,0.31,0.83,0,0.1,0.1,0.83,29.33,0.52,2.18
22Month,0,17.49,0.14,11.07,0,0,0.27,0.14,0.14,0.27,0.68,2.32,0,9.43,0.41,0.27,0.82,0.68,1.5,0.55,3.01,0,0.14,5.47,0.14,0.68,0.27,0.68,0.82,0,0.14,1.37,0.14,0.41,0,0.14,2.05,0,0.55
