stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,9,0,198,1,1,0,0,0,1,0,2,1,0,0,1,9,535,78,36,0,1,0,0,24,404,0,0,12,0,0,0,0,0,0,2,0,0,0
72hpf,22.55,4.79,0,191.94,6.2,34.67,0,0.56,0,1.13,0,0,0.28,0,2.25,0.28,9.02,740.41,5.07,55.81,0,3.1,1.69,0.28,279.03,121.19,0,1.41,234.5,0.85,0,0.85,16.63,1.41,0.85,6.2,0,0,0
21Day,9.25,0.74,1.48,157.61,1.11,23.31,0,4.07,0.37,4.44,0,0,3.7,0.74,8.88,4.07,5.55,170.93,6.29,47.36,0,0.74,2.96,0.37,22.94,14.43,0.74,1.48,551.28,14.06,0,0.37,1.48,1.85,4.81,3.33,0,0,5.18
3Month,0,1.04,0.21,80.82,0,0,0.62,3.12,0.42,15.29,0,0,10.09,5.41,1.04,2.91,0.52,3.43,3.02,3.54,0.52,0,0.31,0.31,1.46,0.21,0.21,0.31,0,1.04,0.1,7.18,0.1,0.1,0,0,0.62,1.56,3.22
22Month,0,2.19,0.27,17.76,0,0,0.55,2.19,0.27,12.98,0.82,0,19.68,3.69,1.78,1.23,0.55,0.14,6.01,3.28,0.41,0.68,0.41,0,0.82,0,0.41,0.41,0.27,0,0,6.29,0,0,0,0.27,0.27,0,1.09
