stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,8,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.85,0,1.41,0,0,0,0,0,0,0,0,0.28,0,1.13,2.54,0.28,2.82,0,0,0.28,0,18.04,6.48,0,0.28,1.69,0,0,0.28,0,0.56,0,0,0
21Day,1.48,0.37,0,5.18,0,0,0.74,0,0,0,0,0,0.37,0,0.37,1.11,0.37,4.81,0,0,1.11,0,4.07,3.7,0,0,1.11,0.37,0,0.37,0,0.37,0,0,0
3Month,0.1,1.14,0.21,17.47,0.31,0.21,0.1,2.18,2.5,0.21,30.37,2.5,1.04,11.03,2.18,4.99,3.95,6.87,1.04,0,1.25,1.46,1.14,0.62,0.83,0.83,0.21,1.14,13.21,0.31,0,0.42,1.04,1.87,2.7
22Month,0,1.78,0.82,5.74,0,0.41,0.55,1.09,3.42,2.46,46.73,1.64,1.91,10.25,0.14,1.64,3.14,7.24,0.41,1.37,0.68,0,0.96,0,0.96,0.96,0.14,0.41,1.91,0.27,0.41,0,0.14,0,0.68
